Álbum,Título da Música,Letra
Yours Truly,Popular Song,"La-la, la-la

You were the popular one, the popular chick
It is what it is, now I'm popular-ish
Standin' on the field with your pretty pompom
Now you're workin' at the movies sellin' popular corn
I coulda been a mess, but I never went wrong
'Cause I'm puttin' down my story in a popular song (La-la, la-la)
Ah-ah, I said I'm puttin' down my story in a popular song

My problem, I never was a model
I never was a scholar, but you were always popular
You were singin' all the songs I don't know
Now you're in the front row 'cause my song is popular

Popular, I know about popular
It's not about who you are or your fancy car
You're only ever who you were
Popular, I know about popular
And all that you have to do is be true to you
That's all you ever need to know

So catch up 'cause you got an awful long way to go
So catch up 'cause you got an awful long way to go (Hey)

Always on the lookout for someone to hate
Pickin' on me like a dinner plate
You hid during classes and in-between 'em
Dunk me in the toilets, now it's you that cleans them
You tried to make me feel bad with the things you do
It ain't so funny when the joke's on you
Ooh, the joke's on you
Got everyone laughin', got everyone clappin', askin'
How come you look so cool?
'Cause that's the only thing that I learned at school, boy
Uh-huh, I said that's the only thing that I learned at school

My problem, I never was a model
I never was a scholar, but you were always popular
You were singin' all the songs I don't know
Now you're in the front row, 'cause my song is popular

Popular, I know about popular
It's not about who you are or your fancy car
You're only ever who you were
Popular, I know about popular
And all that you have to do is be true to you
That's all you ever need to know (That's all you ever need to know)

So catch up 'cause you got an awful long way to go
So catch up 'cause you got an awful long way to go

That's all you ever need to know
You're only ever who you were (Oh, baby)
That's all you ever need to know (Oh, baby)
You're only ever who you were (Hey, hey)
That's all you ever need to know (Ooh-ooh)
That's all you ever need to know

Popular, I know about popular
It's not about who you are or your fancy car
You're only ever who you were
Popular, I know about popular (That's all you ever need to know)
It's not about who you are or your fancy car
You're only ever who you were (That's all you ever need to know)
Popular, I know about popular (That's all you ever need to know)
And all that you have to do is be true to you
That's all you ever need to know
That's all you ever need to know"
Yours Truly,Better Left Unsaid,"I told you once, ""Get out my life
I don't need ya, I'll be alright""
But some things are better left unsaid (Said, said)
To tell the truth, it hit me hard
A broken heart is all I have now
But some things are better left unsaid (Said, said)

And I swore that I would never say
""I miss you more every day""
But some things are better left unsaid
Are better left unsaid, said, said

Oh-woah-woah-oh
I'm gonna say things
Like, ""Shut up and kiss me""
Oh-woah-woah-oh
Tonight, I'm gonna lose some things
Don't play me, just kiss me
If you wanna party, put your hands up
Put your hands up, put your hands up
Don't play me, just kiss me
Oh-woah-woah-oh
Tonight, I'll say things
Don't play me (Oh), just kiss me, babe

I could tell a lie, blame tonight
Too many drinks, so many reasons that
Some things are better left unsaid (Said, said)

And I swore that I would never say
""I miss you more every day""
But some things are better left unsaid
Are better left unsaid, said, said

Oh-woah-woah-oh
I'm gonna say things
Like, ""Shut up and kiss me""
Oh-woah-woah-oh
Tonight, I'm gonna lose some things
Don't play me, just kiss me
If you wanna party, put your hands up
Put your hands up, put your hands up
Don't play me, just kiss me
Oh-woah-woah-oh
Tonight, I'll say things
Don't play me (Oh), just kiss me, babe
If you wanna party, put your hands up
Put your hands up, put your hands up
Don't play me, just kiss me
Oh-woah-woah-oh
Tonight, I'll say things
Don't play me, just kiss me, babe

Oh-woah-woah-oh (If you wanna party, put your hands up, put your hands—)
Oh-woah-woah-oh (If you wanna party, put your hands up, put your hands—)
Oh-woah-woah, oh-woah (If you wanna party, put your hands up, put your hands up)
Oh-woah-woah, oh-woah-woah

I could tell a lie, blame tonight
Too many drinks, so many reasons that
Some things are better left unsaid (Said, said)"
My Everything,Intro,"(Huh, huh, huh) Ooh
(Dum-dum-dum) Ooh
(Dum-dum-dum, dum-dum) Ooh-ooh

I'll give you all I have
And nothing less, I promise
Love me and don't look back
I want you with me on this road to the sky
We'll be shining every night, I promise you
Just me and you
Oh, I promise you"
My Everything,Problem,"Uh-huh
It's Iggy Iggz
I got one more problem with you, girl, ayy
(One less, one less problem)

Hey, baby, even though I hate ya
I wanna love ya (I want you-ou-ou)
And even though I can't forgive ya
I really want to (I want you-ou-ou)
Tell me, tell me, baby
Why can't you leave me?
'Cause even though I shouldn't want it
I gotta have it (I want you-ou-ou)

Head in the clouds, got no weight on my shoulders
I should be wiser and realize that I've got
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem

I know you're never gonna wake up
I gotta give up (But it's you-ou-ou)
I know I shouldn't ever call back
Or let you come back (But it's you-ou-ou)
Every time you touch me
And say you love me
I get a little bit breathless
I shouldn't want it (But it's you-ou-ou)

Head in the clouds, got no weight on my shoulders
I should be wiser and realize that I've got
One less problem without ya
I got one less problem without ya
I got one less problem without ya
I got one less, one less problem
One less problem without ya
I got one less problem without ya (Ooh, babe)
I got one less problem without ya (Ooh, woah)
I got one less, one less problem

It's Iggy Iggz
Uh, what you got?

Smart money, bettin' I'll be better off without you
In no time, I'll be forgettin' all about you
You sayin' that you know, but I really, really doubt you
Understand, my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you sayin'
There's a million you's, baby boo, so don't be dumb
I got ninety-nine problems, but you won't be one, like what?

Mm, yeah (One less, one less problem)
Mm, yeah (One less, one less problem)

Head in the clouds, got no weight on my shoulders (One less, one less problem)
I should be wiser and realize that I've got (One less, one less problem)
One less problem without ya (Babe)
I got one less problem without ya (Oh no, babe)
I got one less problem without ya (Ooh)
I got one less, one less problem (Ooh, baby)
One less problem without ya (Yeah, I got)
I got one less problem without ya (Woo, hey)
I got one less problem without ya
I got one less, one less problem, babe (Woo)
One less problem without ya (Uh, hey)
I got one less problem without ya (Without you)
I got one less problem without ya (I got one less, one less, yeah)
I got one less, one less problem (Yeah)"
My Everything,One Last Time,"I was a liar, I gave in to the fire
I know I should've fought it, at least I'm bein' honest
Feel like a failure 'cause I know that I failed you
I should've done you better 'cause you don't want a liar

And I know, and I know, and I know she gives you everything
But, boy, I couldn't give it to you
And I know, and I know, and I know that you got everything
But I got nothin' here without you

So, one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home

I don't deserve it, I know I don't deserve it
But stay with me a minute, I swear I'll make it worth it
Can't you forgive me? At least just temporarily
I know that this is my fault, I should've been more careful

And I know, and I know, and I know she gives you everything
But, boy, I couldn't give it to you
And I know, and I know, and I know that you got everything
But I got nothin' here without you, baby

So, one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home

Yeah
I know I should've fought it, at least I'm bein' honest, hey
But stay with me a minute, I swear I'll make it worth it, babe
'Cause I don't wanna be without you (Oh)

So, one last time
I need to be the one who takes you home (Takes you home, babe)
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart, babe
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home, yeah

One last time
I need to be the one who takes you home"
My Everything,Why Try,"I've been living with devils and angels
Angels, angels
Realize you and I are in the same boat
Same boat, yeah
Kills me how you love me, then you cut me down
I'll do the same
We've been living like angels and devils
Devils

I'm loving the pain, I never wanna live without it
So why do we try?
You drive me insane
Now we're screaming just to see who's louder
So why do we try?
You got me like

Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Ooh, yeah

You and I redefine being lovesick
Lovesick, lovesick
Through it all, you could still make my heart skip
Heart skip, yeah-yeah
Even when you're yelling at me
I still think you're beautiful
Through it all, you could still make my heart skip
Heart skip

I'm loving the pain, I never wanna live without it
So why do we try?
You drive me insane
Now we're screaming just to see who's louder
So why do we try?
You got me like

Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na

Ooh, baby, look at us
We been livin' like angels, livin' like devils
Ooh, baby, look at us
We been lovin' like angels, lovin' like devils
Ooh, baby, look at us
We been livin' like angels, livin' like devils
Ooh, baby, look at us
We been lovin' like angels, lovin' like devils
Ooh, baby, look

I'm in love with the pain (Ooh), I never wanna live without it
So why do we try? (Do we try, yeah, yeah)
You drive me insane
Now we're screaming just to see who's louder
So why do we try? (Do we try, yeah)
You got me like

Na-na-na-na-na-na-na (Na-na-na-na-na)
Na-na-na-na-na-na-na (Na-na-na-na-na)
Na-na-na-na-na-na-na (Ayy, yeah-yeah)
Na-na-na-na-na-na-na

Na-na-na-na-na-na-na (Na-na-na-na)
Na-na-na-na-na-na-na (Yeah)
Na-na-na-na-na-na-na (Ayy, yeah)
Na-na-na-na-na-na-na"
My Everything,Break Free,"If you want it, take it
I should've said it before
Tried to hide it, fake it
I can't pretend anymore (Ooh)

I only wanna die alive
Never by the hands of a broken heart (Ooh)
I don't wanna hear you lie tonight
Now that I've become who I really am

This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

You were better, deeper
I was under your spell, yeah
Like a deadly fever, yeah, babe
On the highway to hell, yeah (Ooh)

I only wanna die alive
Never by the hands of a broken heart (Ooh)
I don't wanna hear you lie tonight
Now that I've become who I really am

This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

No more, baby
Ooh
Thought of your body, I came alive
It was lethal, it was fatal
In my dreams, it felt so right
But I woke up every time
Ooh, baby

This is the part when I say I don't want ya
I'm stronger than I've been before (Ooh)
This is the part when I break free
'Cause I can't resist it no more
This is (This is) the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more"
My Everything,Best Mistake,"How soon do we forget how we felt?
Dealing with emotions that never left
Playing with the hand that we were dealt in this game
Maybe I'm the sinner and you're the saint
Gotta stop pretending what we ain't
Why we pointing fingers anyway when we're the same?

Break up, make up, total waste of time
Can we please make up our minds and stop acting like we’re blind? (Yeah, yeah)
'Cause if the water dries up and the moon stops shining
Stars fall, and the world goes blind
Boy, you know I'll be savin' my love for you, for you

'Cause you're the best mistake I've ever made
But we hold on, mm, hold on
There's no pot of gold in the rainbows we chase
But we hold on (Uh-uh), mm, hold on, ayy (Yeah)
I guess time's wasting
Tick-tockin', lip lockin'
How can we keep the feelings fresh? How do we zip lock it?
Wear your heart up on your sleeve
So watch out for pickpockets (Swerve)
I guess to go the distance we might need to pit stop it
Hold up (Hold up), I know love can be a beach with no shore (Shore)
I done count to ten, lost my temper and went back to four (Four)
I know sometimes it's hard to realize I'm the man that you need
I had a dream we branched out, started a family tree, huh
And I feel like that everything we do is overdue
You asked why I love your mom so much, 'cause she's a older you
I wish that you were happy
I guess that's the one thing I should be providing
Ain't no number twos
We both ones of ones, and we the oddest (Oddest) couple
Only humans, 'cept you, you a goddess
Only lying to you when I lie you down, just bein' honest
When you start as friends, it's hard to say you're never going back
If I'm not the one, then I'm the best mistake you ever had

Break up, make up (Best, best, best mistake you ever had)
Total waste of time (Best, best, best mistake you ever had)
Can we please make up our minds and stop acting like we're blind? (Yeah)
'Cause if the water dries up and the moon stops shining
Stars fall, and the world goes blind
Boy, you know I'll be savin' my love for you, for you

'Cause you're the best mistake I've ever made
But we hold on, mm, hold on
There's no pot of gold in the rainbows we chase
But we hold on, mm, hold on, ayy

You (You), you (You), you (You), you (You)
Mm, I'll be savin' my love for you, for you
(Best, best, best mistake you ever had)
You (You), you (You), you (You), you (You)
(Best, best, the best mistake you ever had)
(Best, best, best mistake you ever had)
Mm, I'll be savin' my love for you, for you
(Best, best, the best—)"
My Everything,Be My Baby,"Yeah, baby
Ooh, babe, mm

If you know how to be my lover
Maybe you can be my baby
Hold me close under the covers
Kiss me, boy, and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my, be my baby
And drive me crazy

If you know how to treat me, you know how to touch me
Baby, then you'll get the chance, the chance to love me
It's obvious, I wanna be into you
But it all depends on all the things you do
'Cause babe, I promise, I promise
If you keep it real with me, be honest, be honest
You can get anything you want, that you want, babe
Just show me everything I need to see
I'll give you anything, boy

If you know how to be my lover
Maybe you can be my baby
Hold me close under the covers
Kiss me, boy, and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my, be my baby
And drive me—

I'll give you all of my trust if you don't mess this up
You ain't tryna get no other girls when you in the club
All you got is eyes for me
I'm the only girl you see
So if you treat me right just the way that I want you
Oh, baby boy, I promise that I'll be on you
Oh-oh, on you
Night to the morning

If you know how to be my lover
Maybe you can be my baby
Hold me close under the covers
Kiss me, boy, and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my, be my baby
And drive me crazy

Hey
I'll give you all of my trust, if you don't mess this up
You ain't tryna get no other girls when you in the club
All you got is eyes for me
I'm the only one you see

If you know how to be my lover (Be my—)
Maybe you can be my baby (By my side)
Hold me close under the covers (Hey)
Kiss me, boy, and drive me crazy (Crazy, baby, yeah)
Be my, be my, be my, be my
Be my baby
Be my, be my, be my baby
And drive me crazy

Ooh
Mm-mm, yeah, ayy, mm"
My Everything,Break Your Heart Right Back,"Intro
(Go)

I shoulda saw it coming
I shoulda saw the signs
But I wanted to believe you, trust you
You said you wouldn't lie
But, baby, you were so good, so good
You had me going blind
You said he was your best friend
I’m guessing I wasn't your type, hey

What goes around comes around
And if it goes up, it comes down
I know you're mad 'cause I found out
Want you to feel what I feel right now

Now that it's over (I'm)
I just wanna (Coming) break your heart right back (Out)
Right back (I'm coming)
Want you to cry me a river (I'm)
(Coming) I just want to break your heart right back (Out)
Yeah, all this time I was blind, running 'round (I'm coming) telling everybody (I'm coming)

(Out) My baby loves me (I'm coming)
My baby loves me (Out)
My baby, my baby
My baby loves me (I'm coming)

You said I was your best, would be your last
Now he's gone, you're alone
Don't want you back
You're telling me you're sorry
Well, sorry, I'm over it
'Cause I've already been there, done that
Ain't doing this again, no

What goes around comes around
And if it goes up, it comes down
I know you mad cause I found out
Want you to feel what I feel right now

Now that it's over (I'm)
I just wanna (Coming) break your heart right back (Out)
Right back (I'm coming)
Want you to cry me a river (I'm)
(Coming) I just want to break your heart right back (Out)
Yeah, all this time I was blind, running 'round (I'm coming) telling everybody (I'm coming)

(Out) My baby loves me (My baby loves me; I'm coming)
My baby loves me (My baby loves me; Out)
My baby, my baby
My baby loves me (Ooh, yeah; I'm coming)
(I'm) My baby loves me (Ooh-woah; Coming)
My baby loves me (Oh, woah; Out)
My baby (Yeah), my baby (Yeah)
My baby loves me (I'm coming; See, he loves me)

Uh, listen, you got a man, but your man ain't loyal (True)
Don't understand how to spell it out for ya (Uh-huh)
Yes, I'm a G, from the A, and they ask why (Yeah?)
Sorry, had to tell you I'm a nice guy
Nah, I'm a sick guy, money too much (Too much)
I step on stage, and girls move too much (Too much)
The flow's so gross, my nickname school lunch
And he with them other guys, and you know it's true 'cause
Okay, G-A-M-B-I-N-O (I'm coming)
I know they hate, but I don’t know why, uh
I know the way he did you was whack
But I know how you can get dude right back (You can get with me)

Now that it's over (I'm)
I just wanna (Coming; I just wanna break your heart) break your heart right back (Out)
Right back (I'm coming; Right back, baby)
Want you to cry me a river (I'm; Want you to cry me a river)
(Coming) I just want to break your heart right back (Out; Right back)
Yeah, all this time I was blind, running 'round (I'm coming) telling everybody

My baby loves me (I'm)
(But do he really, though?)
My baby loves me (Coming)
(But do he really, though?; Out)
My baby, my baby
My baby loves me (My baby loves me; I'm coming)
(I'm) My baby loves me (My baby, my baby)
(But do he really, though?)
(Coming) My baby loves me
(But do he really, though?)
(Out) My baby, my baby (Yeah, I swear)
My baby loves me (I'm coming)

Ooh (I'm), yeah (Coming), running 'round town tellin' everybody (Out)
Ooh (I'm), yeah (Coming), running 'round town tellin' everybody (Out)
Ooh, yeah, running 'round town tellin' everybody (I'm coming)
(I'm) coming (Out) out
Yeah, say, say he's coming, hey (I'm coming)
(I'm coming out)
(I'm coming)"
My Everything,Love Me Harder,"Tell me somethin' I need to know
Then take my breath and never let it go
If you just let me invade your space
I'll take the pleasure, take it with the pain

And if in the moment, I bite my lip
Baby, in that moment, you'll know this is
Somethin' bigger than us and beyond bliss
Give me a reason to believe it

'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Lo-love me harder)

Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder

I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain

And if in the moment, you bite your lip
When I get you moaning, you know it's real
Can you feel the pressure between your hips?
I’ll make it feel like the first time

'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you harder, hey!)
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Love me, baby, love me; Lo-love me harder)

Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (Oh)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (You gotta love me harder)

So what do I do if I can't figure it out? (Figure it out)
You got to try, try, try again, yeah (Woah, woah)
So what do I do if I can’t figure it out? (Figure it out)
I’m gonna leave, leave, leave again

'Cause if you want to keep me (Hey!)
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you, love you, love)
And if you really need me (Ooh)
You gotta, gotta, gotta, gotta
Got to love me harder (Got to love me, baby)
'Cause if you want to keep me (Hey)
You gotta, gotta, gotta, gotta
Got to love me harder (Love me harder)
And if you really need me
You gotta, gotta, gotta, gotta (I'ma do it, do it, do it)
Got to love me harder (I'ma love you harder, hey!)

Ooh-ooh-ooh-ooh
Love me, love me, love me (Love me)
Ooh-ooh-ooh-ooh
Harder, harder, harder (Boy, you gotta love me, love me, baby)
Ooh-ooh-ooh-ooh
Love me, love me, love me (Just a little bit harder, harder, baby)
Ooh-ooh-ooh-ooh
Harder, harder, harder"
